parameter,i,j,value
class,8837,7,0.20009874
class,8837,8,0.9060396
class,8837,9,0.25647074
class,8838,0,0.075891815
class,8838,1,0.07608621
class,8838,2,0.16326644
class,8838,3,0.089227036
class,8838,4,0.8366495
class,8838,5,0.09043705
class,8838,6,0.1896702
class,8838,7,0.9019949
class,8838,8,0.8815125
class,8838,9,0.8802539
class,8839,0,0.8724549
class,8839,1,0.07418808
class,8839,2,0.11304051
class,8839,3,0.91013074
class,8839,4,0.90064234
class,8839,5,0.89646494
class,8839,6,0.9193346
class,8839,7,0.13199382
class,8839,8,0.9211996
class,8839,9,0.3117334
class,8840,0,0.21320552
class,8840,1,0.093623064
class,8840,2,0.70319957
class,8840,3,0.13409543
class,8840,4,0.66729385
class,8840,5,0.69174445
class,8840,6,0.12294772
class,8840,7,0.86503935
class,8840,8,0.15466115
class,8840,9,0.13241129
class,8841,0,0.9496073
class,8841,1,0.9282433
class,8841,2,0.77452284
class,8841,3,0.92704034
class,8841,4,0.10161165
class,8841,5,0.07355516
class,8841,6,0.67333055
class,8841,7,0.12406946
class,8841,8,0.088656165
class,8841,9,0.8521592
class,8842,0,0.099543706
class,8842,1,0.09373117
class,8842,2,0.17576611
class,8842,3,0.8369476
class,8842,4,0.15094745
class,8842,5,0.21644409
class,8842,6,0.85189795
class,8842,7,0.20653659
class,8842,8,0.9060394
class,8842,9,0.14062706
class,8843,0,0.123678446
class,8843,1,0.09599587
class,8843,2,0.3994834
class,8843,3,0.043605343
class,8843,4,0.23331507
class,8843,5,0.91533244
class,8843,6,0.1553741
class,8843,7,0.86950517
class,8843,8,0.8205084
class,8843,9,0.8649053
class,8844,0,0.09625721
class,8844,1,0.9217265
class,8844,2,0.1400525
class,8844,3,0.061310116
class,8844,4,0.075652696
class,8844,5,0.121484205
class,8844,6,0.78712213
class,8844,7,0.9192852
class,8844,8,0.1532005
class,8844,9,0.8902438
class,8845,0,0.9078563
class,8845,1,0.12177317
class,8845,2,0.8071318
class,8845,3,0.9123285
class,8845,4,0.22211015
class,8845,5,0.8280974
class,8845,6,0.86693174
class,8845,7,0.86787
class,8845,8,0.30290505
class,8845,9,0.3083247
class,8846,0,0.059438184
class,8846,1,0.076067165
class,8846,2,0.15874381
class,8846,3,0.07435621
class,8846,4,0.17104399
class,8846,5,0.22338629
class,8846,6,0.19046554
class,8846,7,0.8572128
class,8846,8,0.107045
class,8846,9,0.13559404
class,8847,0,0.14245428
class,8847,1,0.06692755
class,8847,2,0.91155744
class,8847,3,0.089418896
class,8847,4,0.10331933
class,8847,5,0.26338348
class,8847,6,0.5189034
class,8847,7,0.8921805
class,8847,8,0.77372825
class,8847,9,0.16036797
class,8848,0,0.93519884
class,8848,1,0.9639759
class,8848,2,0.94991493
class,8848,3,0.95262337
class,8848,4,0.89645267
class,8848,5,0.9495037
class,8848,6,0.9431574
class,8848,7,0.12172172
class,8848,8,0.9519249
class,8848,9,0.7076536
class,8849,0,0.8833131
class,8849,1,0.13921966
class,8849,2,0.77406776
class,8849,3,0.11956376
class,8849,4,0.09787927
class,8849,5,0.7563111
class,8849,6,0.18331651
class,8849,7,0.12856676
class,8849,8,0.35961002
class,8849,9,0.72468346
class,8850,0,0.88137466
class,8850,1,0.7546689
class,8850,2,0.8714043
class,8850,3,0.082053185
class,8850,4,0.22933157
class,8850,5,0.050743002
class,8850,6,0.11729077
class,8850,7,0.1367295
class,8850,8,0.14802474
class,8850,9,0.16282673
class,8851,0,0.1617547
class,8851,1,0.9038584
class,8851,2,0.6809738
class,8851,3,0.102599315
class,8851,4,0.065289564
class,8851,5,0.86408526
class,8851,6,0.058763966
class,8851,7,0.075145125
class,8851,8,0.9072078
class,8851,9,0.14348072
class,8852,0,0.16348657
class,8852,1,0.06018472
class,8852,2,0.8226182
class,8852,3,0.88543963
class,8852,4,0.8752477
class,8852,5,0.2094568
class,8852,6,0.17920364
class,8852,7,0.12909761
class,8852,8,0.14450385
class,8852,9,0.9027937
class,8853,0,0.9025021
class,8853,1,0.22397898
class,8853,2,0.86582536
class,8853,3,0.8885151
class,8853,4,0.16526711
class,8853,5,0.86771196
class,8853,6,0.09817045
class,8853,7,0.85886145
class,8853,8,0.11998389
class,8853,9,0.2594203
class,8854,0,0.9068964
class,8854,1,0.09120666
class,8854,2,0.19970737
class,8854,3,0.94288087
class,8854,4,0.110564806
class,8854,5,0.88668257
class,8854,6,0.9110331
class,8854,7,0.10714916
class,8854,8,0.90582895
class,8854,9,0.85768145
class,8855,0,0.08656709
class,8855,1,0.19787472
class,8855,2,0.883339
class,8855,3,0.93463945
class,8855,4,0.23823828
class,8855,5,0.90546536
class,8855,6,0.17486347
class,8855,7,0.1331616
class,8855,8,0.103366636
class,8855,9,0.82179034
class,8856,0,0.13398598
class,8856,1,0.052979287
class,8856,2,0.1413787
class,8856,3,0.77182245
class,8856,4,0.120319866
class,8856,5,0.7609741
class,8856,6,0.07105189
class,8856,7,0.8704554
class,8856,8,0.23883961
class,8856,9,0.11204237
class,8857,0,0.8546345
class,8857,1,0.91664255
class,8857,2,0.67577934
class,8857,3,0.11225424
class,8857,4,0.33379945
class,8857,5,0.8612131
class,8857,6,0.69105643
class,8857,7,0.12177412
class,8857,8,0.12738627
class,8857,9,0.1813353
class,8858,0,0.2101925
class,8858,1,0.9026075
class,8858,2,0.13372615
class,8858,3,0.95211166
class,8858,4,0.92153925
class,8858,5,0.8078706
class,8858,6,0.9250071
class,8858,7,0.16723475
class,8858,8,0.13649687
class,8858,9,0.9505179
class,8859,0,0.1054564
class,8859,1,0.11026087
class,8859,2,0.20828594
class,8859,3,0.16401263
class,8859,4,0.89891833
class,8859,5,0.84937406
class,8859,6,0.14048044
class,8859,7,0.12667069
class,8859,8,0.86846143
class,8859,9,0.17260897
class,8860,0,0.10066502
class,8860,1,0.07492633
class,8860,2,0.09957855
class,8860,3,0.12523732
class,8860,4,0.8701761
class,8860,5,0.27985805
class,8860,6,0.8696545
class,8860,7,0.8991873
class,8860,8,0.73934454
class,8860,9,0.14475459
class,8861,0,0.9367215
class,8861,1,0.95868784
class,8861,2,0.384896
class,8861,3,0.9211407
class,8861,4,0.1801413
class,8861,5,0.9120379
class,8861,6,0.8135569
class,8861,7,0.080639
class,8861,8,0.13098095
class,8861,9,0.9318662
class,8862,0,0.89733046
class,8862,1,0.050689913
class,8862,2,0.084068865
class,8862,3,0.20883572
class,8862,4,0.9242589
class,8862,5,0.8321428
class,8862,6,0.766917
class,8862,7,0.91800225
class,8862,8,0.07646702
class,8862,9,0.94003606
class,8863,0,0.93008196
class,8863,1,0.94561934
class,8863,2,0.097874746
class,8863,3,0.92549944
class,8863,4,0.08939698
class,8863,5,0.9112416
class,8863,6,0.12820588
class,8863,7,0.86066765
class,8863,8,0.8994926
class,8863,9,0.8243379
class,8864,0,0.09725461
class,8864,1,0.9164559
class,8864,2,0.49656278
class,8864,3,0.08311581
class,8864,4,0.22974336
class,8864,5,0.92299575
class,8864,6,0.09989257
class,8864,7,0.11069057
class,8864,8,0.8503627
class,8864,9,0.14171231
class,8865,0,0.053095773
class,8865,1,0.07125595
class,8865,2,0.15116598
class,8865,3,0.17403935
class,8865,4,0.9101677
class,8865,5,0.8362517
class,8865,6,0.9143383
class,8865,7,0.19265597
class,8865,8,0.90228087
class,8865,9,0.9216127
class,8866,0,0.9267965
class,8866,1,0.91040474
class,8866,2,0.8573167
class,8866,3,0.059115034
class,8866,4,0.92338717
class,8866,5,0.8934021
class,8866,6,0.91663903
class,8866,7,0.9498234
class,8866,8,0.052393924
class,8866,9,0.8939476
class,8867,0,0.14909817
class,8867,1,0.093835935
class,8867,2,0.87868905
class,8867,3,0.067335986
class,8867,4,0.30259243
class,8867,5,0.6904866
class,8867,6,0.101229995
class,8867,7,0.09880719
class,8867,8,0.36480471
class,8867,9,0.8236815
class,8868,0,0.8812015
class,8868,1,0.7486414
class,8868,2,0.91292214
class,8868,3,0.880979
class,8868,4,0.7826574
class,8868,5,0.53649056
class,8868,6,0.0824367
class,8868,7,0.075753845
class,8868,8,0.074433565
class,8868,9,0.077930644
class,8869,0,0.140336
class,8869,1,0.9515963
class,8869,2,0.29794976
class,8869,3,0.06112113
class,8869,4,0.8668986
class,8869,5,0.9354085
class,8869,6,0.116569966
class,8869,7,0.14206974
class,8869,8,0.9234883
class,8869,9,0.7691231
class,8870,0,0.19596153
class,8870,1,0.0851185
class,8870,2,0.88170433
class,8870,3,0.15441807
class,8870,4,0.7880008
class,8870,5,0.100959785
class,8870,6,0.35777673
class,8870,7,0.91223687
class,8870,8,0.086272575
class,8870,9,0.84891725
class,8871,0,0.112909935
class,8871,1,0.12292546
class,8871,2,0.3614078
class,8871,3,0.06627979
class,8871,4,0.4843354
class,8871,5,0.8700702
class,8871,6,0.14553303
class,8871,7,0.120090075
class,8871,8,0.14155813
class,8871,9,0.49908176
class,8872,0,0.12773336
class,8872,1,0.92162454
class,8872,2,0.923366
class,8872,3,0.94901055
class,8872,4,0.92817885
class,8872,5,0.15661934
class,8872,6,0.9525136
class,8872,7,0.91125023
class,8872,8,0.9215902
class,8872,9,0.93119866
class,8873,0,0.92510474
class,8873,1,0.93254715
class,8873,2,0.10683302
class,8873,3,0.8973269
class,8873,4,0.10405629
class,8873,5,0.9025775
class,8873,6,0.16300882
class,8873,7,0.9130682
class,8873,8,0.86775804
class,8873,9,0.90068
class,8874,0,0.8270118
class,8874,1,0.102955714
class,8874,2,0.87827
class,8874,3,0.10707493
class,8874,4,0.11196001
class,8874,5,0.12921001
class,8874,6,0.9260176
class,8874,7,0.8555199
class,8874,8,0.9181713
class,8874,9,0.0840479
class,8875,0,0.8203255
class,8875,1,0.07409795
class,8875,2,0.11733028
class,8875,3,0.918713
class,8875,4,0.9271603
class,8875,5,0.8865569
class,8875,6,0.90577525
class,8875,7,0.050784696
class,8875,8,0.9286093
class,8875,9,0.12014005
class,8876,0,0.9392823
class,8876,1,0.9087231
class,8876,2,0.9216642
class,8876,3,0.92375594
class,8876,4,0.95799196
class,8876,5,0.9331867
class,8876,6,0.18982896
class,8876,7,0.92788285
class,8876,8,0.24973029
class,8876,9,0.8738934
class,8877,0,0.6825764
class,8877,1,0.9382521
class,8877,2,0.3210295
class,8877,3,0.09185222
class,8877,4,0.0961227
class,8877,5,0.86196744
class,8877,6,0.15115923
class,8877,7,0.12259194
class,8877,8,0.10776963
class,8877,9,0.15462247
class,8878,0,0.92233336
class,8878,1,0.19989792
class,8878,2,0.9175772
class,8878,3,0.115039244
class,8878,4,0.91788185
class,8878,5,0.18622659
class,8878,6,0.13584292
class,8878,7,0.16864797
class,8878,8,0.8389186
class,8878,9,0.9129616
class,8879,0,0.17601798
class,8879,1,0.08077162
class,8879,2,0.6290301
class,8879,3,0.113526955
class,8879,4,0.31385267
class,8879,5,0.2776721
class,8879,6,0.82041013
class,8879,7,0.06828414
class,8879,8,0.111961834
class,8879,9,0.1426433
class,8880,0,0.099826306
class,8880,1,0.13287471
class,8880,2,0.47628173
class,8880,3,0.9226158
class,8880,4,0.18041551
class,8880,5,0.55042356
class,8880,6,0.8706317
class,8880,7,0.8979337
class,8880,8,0.06843239
class,8880,9,0.13117304
class,8881,0,0.08302297
class,8881,1,0.8771235
class,8881,2,0.8303277
class,8881,3,0.8854888
class,8881,4,0.9323011
class,8881,5,0.08772558
class,8881,6,0.9291735
class,8881,7,0.89414895
class,8881,8,0.101055354
class,8881,9,0.1957101
class,8882,0,0.18034512
class,8882,1,0.9431596
class,8882,2,0.91401947
class,8882,3,0.088946335
class,8882,4,0.8966833
class,8882,5,0.86855036
class,8882,6,0.8660278
class,8882,7,0.06799147
class,8882,8,0.15381032
class,8882,9,0.88973504
class,8883,0,0.104911394
class,8883,1,0.9074686
class,8883,2,0.91132295
class,8883,3,0.02403513
class,8883,4,0.88207704
class,8883,5,0.8603293
class,8883,6,0.15447772
class,8883,7,0.91263205
class,8883,8,0.8963531
class,8883,9,0.13906762
class,8884,0,0.93136734
class,8884,1,0.86002684
class,8884,2,0.3000152
class,8884,3,0.9159613
class,8884,4,0.5913645
class,8884,5,0.094043635
class,8884,6,0.9120541
class,8884,7,0.1503906
class,8884,8,0.81235886
class,8884,9,0.38154683
class,8885,0,0.9413665
class,8885,1,0.08863291
class,8885,2,0.1179191
class,8885,3,0.11127977
class,8885,4,0.8900389
class,8885,5,0.10745712
class,8885,6,0.88019776
class,8885,7,0.23531912
class,8885,8,0.10120937
class,8885,9,0.93050313
class,8886,0,0.10540519
class,8886,1,0.06388751
class,8886,2,0.90278924
class,8886,3,0.9371917
class,8886,4,0.75910395
class,8886,5,0.12015579
class,8886,6,0.3732209
class,8886,7,0.8831065
class,8886,8,0.9084627
class,8886,9,0.15542623
class,8887,0,0.16779797
class,8887,1,0.11521108
class,8887,2,0.46375135
class,8887,3,0.09055178
class,8887,4,0.6687189
class,8887,5,0.8189853
class,8887,6,0.08806528
class,8887,7,0.10678139
class,8887,8,0.893129
class,8887,9,0.17956121
class,8888,0,0.9055344
class,8888,1,0.9028053
class,8888,2,0.83834046
class,8888,3,0.18318596
class,8888,4,0.87851304
class,8888,5,0.77128947
class,8888,6,0.1154406
class,8888,7,0.82392097
class,8888,8,0.078239605
class,8888,9,0.9312313
class,8889,0,0.91349334
class,8889,1,0.118361145
class,8889,2,0.26142254
class,8889,3,0.9285278
class,8889,4,0.63143706
class,8889,5,0.4554745
class,8889,6,0.1521267
class,8889,7,0.91402537
class,8889,8,0.7637722
class,8889,9,0.13238405
class,8890,0,0.89684814
class,8890,1,0.08707837
class,8890,2,0.90145224
class,8890,3,0.93556875
class,8890,4,0.095674165
class,8890,5,0.9270505
class,8890,6,0.40649483
class,8890,7,0.87693834
class,8890,8,0.83006066
class,8890,9,0.09413453
class,8891,0,0.89544946
class,8891,1,0.1131682
class,8891,2,0.17290592
class,8891,3,0.9154725
class,8891,4,0.8202732
class,8891,5,0.2346893
class,8891,6,0.086952336
class,8891,7,0.122005746
class,8891,8,0.1099051
class,8891,9,0.79766357
class,8892,0,0.9574631
class,8892,1,0.9629092
class,8892,2,0.034787565
class,8892,3,0.9336118
class,8892,4,0.94082934
class,8892,5,0.9366308
class,8892,6,0.9574453
class,8892,7,0.9287278
class,8892,8,0.9348058
class,8892,9,0.9507188
class,8893,0,0.9099605
class,8893,1,0.1515417
class,8893,2,0.90125537
class,8893,3,0.074667424
class,8893,4,0.13823761
class,8893,5,0.22882865
class,8893,6,0.87998843
class,8893,7,0.88108474
class,8893,8,0.17430323
class,8893,9,0.87548125
class,8894,0,0.13479422
class,8894,1,0.89753336
class,8894,2,0.89775115
class,8894,3,0.88298
class,8894,4,0.8645948
class,8894,5,0.45191115
class,8894,6,0.9330208
class,8894,7,0.21818557
class,8894,8,0.20579582
class,8894,9,0.13275115
class,8895,0,0.88634676
class,8895,1,0.08417895
class,8895,2,0.8844079
class,8895,3,0.09931642
class,8895,4,0.76159585
class,8895,5,0.4963989
class,8895,6,0.88269067
class,8895,7,0.09303143
class,8895,8,0.92671716
class,8895,9,0.11607803
class,8896,0,0.9254636
class,8896,1,0.8593086
class,8896,2,0.7808612
class,8896,3,0.067980066
class,8896,4,0.30802062
class,8896,5,0.09216659
class,8896,6,0.8386498
class,8896,7,0.11762606
class,8896,8,0.25832692
class,8896,9,0.2147735
class,8897,0,0.1055921
class,8897,1,0.8212845
class,8897,2,0.8457672
class,8897,3,0.8970552
class,8897,4,0.81302404
class,8897,5,0.53462046
class,8897,6,0.18131189
class,8897,7,0.24390805
class,8897,8,0.9449245
class,8897,9,0.91804594
class,8898,0,0.80322516
class,8898,1,0.9042362
class,8898,2,0.114593275
class,8898,3,0.06252421
class,8898,4,0.8135431
class,8898,5,0.14406592
class,8898,6,0.92572844
class,8898,7,0.9061979
class,8898,8,0.47780675
class,8898,9,0.11012754
class,8899,0,0.9376168
class,8899,1,0.09199441
class,8899,2,0.8133945
class,8899,3,0.93779695
class,8899,4,0.67200553
class,8899,5,0.87260115
class,8899,6,0.9107268
class,8899,7,0.07731776
class,8899,8,0.39941913
class,8899,9,0.9286564
class,8900,0,0.9514324
class,8900,1,0.9095005
class,8900,2,0.8755436
class,8900,3,0.04484715
class,8900,4,0.93156725
class,8900,5,0.14447054
class,8900,6,0.9281498
class,8900,7,0.93976957
class,8900,8,0.9115901
class,8900,9,0.90191185
class,8901,0,0.12169364
class,8901,1,0.8863803
class,8901,2,0.96150815
class,8901,3,0.946682
class,8901,4,0.9015031
class,8901,5,0.1147217
class,8901,6,0.890031
class,8901,7,0.11242602
class,8901,8,0.9595895
class,8901,9,0.9389882
class,8902,0,0.92795205
class,8902,1,0.9358186
class,8902,2,0.86591536
class,8902,3,0.10076273
class,8902,4,0.9527619
class,8902,5,0.894911
class,8902,6,0.91891205
class,8902,7,0.91459113
class,8902,8,0.17896011
class,8902,9,0.13838494
class,8903,0,0.11828733
class,8903,1,0.086903505
class,8903,2,0.14084072
class,8903,3,0.12292689
class,8903,4,0.22314861
class,8903,5,0.19020648
class,8903,6,0.29478645
class,8903,7,0.096632116
class,8903,8,0.14245504
class,8903,9,0.78447586
class,8904,0,0.8045746
class,8904,1,0.90437627
class,8904,2,0.6482204
class,8904,3,0.15294221
class,8904,4,0.8875008
class,8904,5,0.23763622
class,8904,6,0.15892865
class,8904,7,0.16658776
class,8904,8,0.084928334
class,8904,9,0.16429873
class,8905,0,0.91756034
class,8905,1,0.9166203
class,8905,2,0.18496282
class,8905,3,0.0417083
class,8905,4,0.7706914
class,8905,5,0.48789722
class,8905,6,0.18857752
class,8905,7,0.83021355
class,8905,8,0.7763535
class,8905,9,0.76038927
class,8906,0,0.13517688
class,8906,1,0.20048246
class,8906,2,0.808008
class,8906,3,0.8813246
class,8906,4,0.24011074
class,8906,5,0.47789562
class,8906,6,0.63750494
class,8906,7,0.17029795
class,8906,8,0.12404964
class,8906,9,0.6179943
class,8907,0,0.913571
class,8907,1,0.060134344
class,8907,2,0.8407619
class,8907,3,0.9012658
class,8907,4,0.89559144
class,8907,5,0.2108635
class,8907,6,0.13929723
class,8907,7,0.9226723
class,8907,8,0.08930399
class,8907,9,0.84882826
class,8908,0,0.07966836
class,8908,1,0.934799
class,8908,2,0.88185304
class,8908,3,0.93976885
class,8908,4,0.25796622
class,8908,5,0.9160083
class,8908,6,0.9131743
class,8908,7,0.9306226
class,8908,8,0.94649994
class,8908,9,0.08300206
class,8909,0,0.86932653
class,8909,1,0.8720772
class,8909,2,0.7541877
class,8909,3,0.13802296
class,8909,4,0.16351889
class,8909,5,0.8601178
class,8909,6,0.22508192
class,8909,7,0.89012355
class,8909,8,0.11015423
class,8909,9,0.10411
class,8910,0,0.13356613
class,8910,1,0.8654453
class,8910,2,0.12545168
class,8910,3,0.080852464
class,8910,4,0.33095753
class,8910,5,0.16117448
class,8910,6,0.7479861
class,8910,7,0.119059026
class,8910,8,0.0700346
class,8910,9,0.20159572
class,8911,0,0.95974016
class,8911,1,0.07142505
class,8911,2,0.1468377
class,8911,3,0.94525695
class,8911,4,0.9589634
class,8911,5,0.9336681
class,8911,6,0.9618217
class,8911,7,0.952232
class,8911,8,0.94102913
class,8911,9,0.92249185
class,8912,0,0.1867895
class,8912,1,0.92683184
class,8912,2,0.19989192
class,8912,3,0.25103524
class,8912,4,0.10915354
class,8912,5,0.90613383
class,8912,6,0.06179585
class,8912,7,0.10310364
class,8912,8,0.15718342
class,8912,9,0.58351165
class,8913,0,0.11031558
class,8913,1,0.25723633
class,8913,2,0.5182329
class,8913,3,0.8645567
class,8913,4,0.09203107
class,8913,5,0.8365084
class,8913,6,0.06332715
class,8913,7,0.074799664
class,8913,8,0.7471701
class,8913,9,0.10015791
class,8914,0,0.080873534
class,8914,1,0.7279344
class,8914,2,0.123111464
class,8914,3,0.10115118
class,8914,4,0.11639149
class,8914,5,0.11263296
class,8914,6,0.5473522
class,8914,7,0.8653584
class,8914,8,0.08501786
class,8914,9,0.19009213
class,8915,0,0.2227698
class,8915,1,0.9458834
class,8915,2,0.9361809
class,8915,3,0.8944042
class,8915,4,0.11310786
class,8915,5,0.9142576
class,8915,6,0.9022579
class,8915,7,0.90231574
class,8915,8,0.9403234
class,8915,9,0.1447095
class,8916,0,0.94820315
class,8916,1,0.17259854
class,8916,2,0.8442835
class,8916,3,0.07130397
class,8916,4,0.24569911
class,8916,5,0.13235399
class,8916,6,0.09765962
class,8916,7,0.87671036
class,8916,8,0.89209044
class,8916,9,0.86470693
class,8917,0,0.1501382
class,8917,1,0.15617555
class,8917,2,0.1736151
class,8917,3,0.85453874
class,8917,4,0.29820922
class,8917,5,0.076131836
class,8917,6,0.14713152
class,8917,7,0.080586426
class,8917,8,0.8053583
class,8917,9,0.22238241
class,8918,0,0.14705797
class,8918,1,0.093516
class,8918,2,0.6853265
class,8918,3,0.9337129
class,8918,4,0.26164666
class,8918,5,0.8055922
class,8918,6,0.2870391
class,8918,7,0.097703606
class,8918,8,0.103626855
class,8918,9,0.12906605
class,8919,0,0.15025054
class,8919,1,0.9057071
class,8919,2,0.9422961
class,8919,3,0.94700074
class,8919,4,0.9306851
class,8919,5,0.9297714
class,8919,6,0.1506062
class,8919,7,0.9512597
class,8919,8,0.14877649
